Timestamp,Strengths,Firsts,Lasts,Minimums,Maximums
1541291891560,859065,828360,845692,774225,889881
1541291930143,859065,828360,845692,774394,889881
1541291975057,859065,828360,845692,774394,889881
1541292021430,859123,829542,848100,774394,893181
1541292028957,859123,829542,848270,774225,895813
1541292077230,861047,830126,849440,776250,895933
1541292079569,861047,830126,849440,776250,895933
1541292085153,861047,830126,849440,776250,895933
1541292091438,861047,830126,849440,776419,895933
1541292091591,861162,830126,849018,774394,895933
1541292154579,861162,830126,849018,774394,895933
1541292191940,861667,831320,849440,776419,896716
1541292196371,861667,831320,849440,776419,896716
1541292200850,864234,831637,850955,776419,896995
1541292208100,864234,831637,850955,776419,896995
1541292215200,864234,831637,850955,776566,896995
1541292223350,866244,834020,851692,776566,897753
1541292236480,872344,839726,852026,780315,897973
1541292240840,872344,834020,852026,783168,897753
1541292242920,871839,832826,852026,783168,896970
1541292244900,871839,832826,852026,783168,896970
1541292255919,871839,834020,852026,783168,897753
1541292261370,871419,831733,851716,782548,897473
1541292276610,871304,829955,851294,782486,896690
1541292324010,871304,829955,851294,782486,896690
1541292330457,865204,827255,851238,782486,895932
1541292332350,859711,826562,845095,782236,895502
1541292340416,821307,824736,800601,781581,851008
1541292340740,819297,822169,800323,778728,850729
1541292342127,803495,808193,784601,765557,835037
1541292349338,803495,808193,784601,765557,835037
1541292419349,803495,808193,784601,765557,835037
1541292428640,802819,808023,783504,764877,834409
1541292428776,802934,809801,783926,764939,835192
1541292428980,802934,809801,783926,764939,835192
1541292430409,802934,809801,783926,768836,835192
1541292442365,802934,809801,783926,768836,835192
1541292474773,800367,809519,783189,765087,832560
1541292478076,800367,809519,783189,765087,832560
1541292565927,801043,809079,784286,764012,832560
1541292580250,801043,809079,784286,764012,832560
1541292625960,801043,809079,784286,764012,832560
1541292639200,738679,767703,721842,701678,817096
1541292642570,720079,748735,703962,677788,791074
1541292676944,720079,748735,703962,677788,791074
1541292699977,719403,748735,702865,676930,791074
1541292705034,719403,748897,702865,676930,791074
1541292719170,719403,748897,702865,676930,791074
1541292740090,719288,748897,702443,673033,791074
1541292762580,716317,748636,700543,671763,783425
1541292784290,716317,748636,700543,671763,783425
1541292799672,716317,748636,700543,671763,783425
1541292808074,716317,748636,700543,675660,783425
1541292813255,714844,747595,699028,675513,780974
1541292841780,714844,748636,699028,675513,780404
1541292847200,714844,748636,699028,675513,780404
1541292859330,714844,748636,699028,675513,780404
1541292869724,714844,748636,699028,675513,780404
1541292874025,714959,748789,699450,675621,780661
1541292876703,714844,748636,699028,675513,780404
1541292883340,714844,748636,699028,675513,780404
1541292914578,714844,748636,699028,675513,780404
1541292916680,713250,748474,698280,671616,779621
1541292917013,713186,748474,698110,671447,779621
1541292935500,713186,748474,698110,671447,779621
1541292937749,713186,748474,698110,671616,779621
1541292987750,713186,744665,697630,671616,779581
1541292995110,712844,742599,697190,671156,778758
1541293016610,711756,742048,697147,667456,778438
1541293022986,711756,742048,697190,667456,778438
1541293024690,713350,742210,697938,671353,779221
1541293031650,711395,741169,696160,671036,776542
1541293032610,711395,741169,696160,669230,776542
1541293052105,709862,740955,692418,669230,774834
1541293055120,709862,735535,692418,667237,774834
1541293064490,709862,735535,692418,667237,774834
1541293091593,728462,740955,710298,669230,796826
1541293123168,729995,741169,714040,669230,798534
1541293182120,729995,741169,714040,669230,798534
1541293216000,728401,741007,713249,665333,798534
1541293223536,729995,741169,713997,665333,798791
1541293233500,729995,738926,713997,665333,798771
1541293311050,730075,741169,714040,669033,798791
1541293312380,730075,741169,714040,669033,798791
1541293332987,730075,741322,714040,669033,803581
1541293341644,730075,741322,714040,670839,803581
1541293355981,730075,741322,714040,670839,803581
1541293425560,730075,741322,713292,670777,803581
1541293464162,730075,741322,712169,660027,798791
1541293474379,730190,742145,713292,670777,803581
1541293523820,730190,745213,713292,670777,804579
1541293527860,730110,742970,713249,667077,804559
1541293542000,730110,742970,713249,667077,804559
1541293545290,730080,741970,712862,664759,804559
1541293558528,732035,743011,714640,664759,807238
1541293565448,735080,743581,715388,668826,808320
1541293621330,735166,744811,715388,668826,809330
1541293632980,735166,744811,715388,669143,809330
1541293639090,735166,744811,715388,669143,809330
1541293650785,735166,744811,715388,669143,809330
1541293652929,758156,763779,719018,693033,813360
1541293659151,758156,764061,719188,693033,813930
1541293664780,758070,762831,719188,693033,812920
1541293665340,758156,764061,722923,695022,813930
1541293694706,758185,764061,730930,696309,813930
1541293714940,735195,745093,727300,681425,809900
1541293726440,735195,745093,727300,683743,803704
1541293754790,735195,745093,727300,683743,803704
1541293755260,735195,745093,727300,683743,803704
1541293791366,735195,743863,727300,683743,803704
1541293807340,720311,738443,721320,674737,781712
1541293822631,735195,743863,727300,683743,803704
1541293845670,731919,743183,723897,681425,801680
1541293893507,731919,743183,723727,681108,801680
1541293943864,754909,762151,727357,695992,805710
1541293944850,754880,762151,719350,694705,805710
1541293946190,754880,762151,719350,694705,805710
1541293960680,754880,762151,719350,694705,805710
1541293968177,754880,762151,719350,694705,805710
1541293970618,754794,762151,719350,694705,805710
1541293972450,754794,762303,719350,694705,813930
1541293992840,754880,762712,727357,695992,814120
1541294052401,754880,762712,727357,695992,814120
1541294077788,754944,763662,727527,695992,816571
1541294091370,754537,763510,727113,692913,808351
1541294129520,754537,763510,727113,693230,808351
1541294158390,754537,763510,727113,693230,808351
1541294167300,748740,760264,726010,683513,807541
1541294189875,748740,760264,726010,683513,807541
1541294236161,748740,760264,726010,683513,807541
1541294239980,748740,760264,726010,683513,808745
1541294248578,754537,763510,727113,693230,809555
1541294252900,754537,763510,727113,693230,809555
1541294261681,754944,763662,727527,696309,817775
1541294267830,758220,764190,730930,698627,817795
1541294286868,758220,764190,730930,698310,817795
1541294287126,758220,765011,732280,699075,819427
1541294293596,758134,765011,730930,699075,819427
1541294330475,754858,764483,727527,696757,819407
1541294331026,754944,770262,727527,695992,821220
1541294395730,754537,770110,727113,692913,813000
1541294397340,754537,770110,727113,692913,813000
1541294400300,754537,770110,727113,688279,813000
1541294462630,754537,770110,727113,688279,813000
1541294463220,754537,770110,727113,688596,813000
1541294470767,754537,770110,727113,688596,813000
1541294474368,754537,770110,727113,688596,813000
1541294478471,754473,769160,728572,688743,810549
1541294481509,748676,769160,723029,683660,810549
1541294536500,747549,768878,721570,683513,809979
1541294553265,747463,763099,713563,681245,808166
1541294643345,747463,763099,713563,681245,808166
1541294646170,746635,762058,713393,680928,805487
1541294650640,743590,761237,712850,680928,803855
1541294679376,742839,761023,712551,679122,802147
1541294711970,742839,761023,712551,679122,802147
1541294718438,742639,757370,712551,678479,802147
1541294745818,742639,757370,712551,678479,802147
1541294758070,742639,757370,712551,678479,802147
1541294770250,742307,756243,707340,678479,799874
1541294797099,742639,756243,712551,678479,802147
1541294798493,742639,756243,712551,678479,802147
1541294834738,742639,756243,712551,678479,802147
1541294862800,742639,756243,712551,678479,802147
1541294871010,742639,756243,712551,678479,802147
1541294901810,740930,755834,712315,675550,803779
1541294905311,740930,755834,712315,675550,811999
1541294905430,741681,756961,712614,677356,813707
1541294941006,741681,756961,712614,677356,813707
1541294942864,741681,756961,712614,677356,813707
1541294955762,740930,755834,712315,677356,811999
1541295012320,740930,736866,712315,662472,811999
1541295033107,740930,736866,712315,662472,811999
1541295034345,740930,736866,712315,662472,811999
1541295037170,740930,736866,712315,662472,811999
1541295038139,703056,731446,702705,653466,807969
1541295087060,697616,731157,702705,653466,807969
1541295104410,697616,731157,702567,653466,807969
1541295124204,697616,731157,699749,652966,807969
1541295130584,697616,731157,699749,652966,807969
1541295164750,699474,732056,699749,652966,807969
1541295173562,696934,732056,697878,651320,806337
1541295190194,696934,732056,699749,652966,806337
1541295190310,732950,736577,709359,661972,810367
1541295234770,728401,730580,708838,656682,804240
1541295237690,692385,730580,699228,652686,803170
1541295240450,692053,729776,696247,650880,800897
1541295257736,692053,729776,696247,650880,800897
1541295290840,692053,729776,696247,650880,800897
1541295319495,691603,728656,694017,648938,800683
1541295370839,691603,728656,694017,648938,800683
1541295378963,692053,729776,696247,650880,800897
1541295382431,690933,729776,694376,649234,800897
1541295416999,692053,730474,696247,650880,804342
1541295435834,692053,730474,696247,650880,804342
1541295439020,690933,729776,696247,650880,800897
1541295446650,690933,729776,696247,650880,800897
1541295456115,695482,735773,696768,656170,807024
1541295542940,695256,731601,694897,654524,805820
1541295546709,695256,731601,694897,654524,805820
1541295575800,694806,730481,692667,652582,805606
1541295590240,695256,731601,694897,652582,805820
1541295614260,695482,735773,696768,654228,807024
1541295629160,695482,735773,696768,654228,807024
1541295629801,695482,735773,696768,654228,807024
1541295651135,695256,731601,694897,652582,805820
1541295697040,694806,730481,692667,651834,805820
1541295712328,730822,731691,702277,655830,806890
1541295721730,730217,728706,702267,653998,806890
1541295773099,694201,727496,692657,650002,805820
1541295776756,694201,727496,692657,650002,805820
1541295780107,694201,727496,692657,650002,805820
1541295780780,694201,727496,692657,650002,805820
1541295847600,694201,727496,692657,650002,805820
1541295862958,694201,727496,692657,650002,805820
1541295870316,692258,726457,692163,647520,804479
1541295887200,692110,726457,692163,647520,804479
1541295898080,694053,727496,692657,650002,805820
1541295899349,694253,731149,698200,650645,805840
1541295915480,694253,731149,698200,650645,805840
1541295946749,730269,732359,707810,654641,806910
1541296009261,730269,732359,707810,651598,806910
1541296028242,730269,732359,707810,651598,806910
1541296037038,730269,736531,707810,654641,806910
1541296045743,730269,736531,707810,654641,806910
1541296055439,728326,735492,707316,652159,805569
1541296072492,727201,735492,707106,652159,804765
1541296080990,727201,735492,707106,652159,804765
1541296123265,727201,731839,703402,652159,804745
1541296144468,727201,731839,703402,652159,804745
1541296157270,727201,722798,703402,649116,805949
1541296163295,728741,722798,703402,649116,805969
1541296241814,728741,722798,703402,649116,805969
1541296323890,727201,722459,703402,649116,805949
1541296361625,727201,722459,703402,649116,805949
1541296382265,727201,722459,703402,649116,805969
1541296424624,737191,761499,727334,666920,819805
1541296468290,736235,760278,727334,666920,818721
1541296535140,736235,760278,727334,666920,818721
1541296550377,736235,760278,727334,666920,818721
1541296560690,736035,756887,725495,666277,818701
1541296592091,736035,754620,725495,666277,812574
1541296657151,736035,755841,725705,666277,814462
1541296688300,736991,756722,726199,668759,815803
1541296703585,727001,717682,702267,650955,801967
1541296765370,727001,717682,702267,650955,801967
1541296835104,726045,716801,701773,648473,800626
1541296860563,726045,725842,701773,648473,804071
1541296863400,726045,725842,701773,648473,804071
1541296922454,726045,725842,701773,648473,804071
1541296968830,726045,725842,701773,648473,804071
1541297035309,727001,725842,702267,650955,804071
1541297071300,727001,725842,702267,650955,804071
1541297088750,725934,709111,700768,650834,800626
1541297124440,727059,709111,700778,650834,800626
1541297127980,737049,748151,724710,668638,814462
1541297184311,737049,743581,724710,668638,814462
1541297301663,737249,743581,726549,668638,820589
1541297435129,737249,743581,726549,668638,820589
1541297486520,737249,760051,722981,667026,824034
1541297496350,737249,760051,722981,667026,824034
1541297512353,737249,760051,723972,669606,824034
1541297522560,737249,760051,723972,669606,824034
1541297547273,737249,760051,723972,669606,824034
1541297558843,737249,760051,723972,669606,824034
1541297559210,737249,760051,723972,669606,824034
1541297562110,737249,760051,722793,663936,824034
1541297567170,737249,760051,722793,663936,824034
1541297666143,737249,760051,722793,663936,824034
1541297684768,736124,759870,721802,661356,822146
1541297722527,736124,759870,721802,661356,822146
1541297728436,736124,759870,721802,661356,822146
1541297759686,737191,760131,721802,659238,822439
1541297775269,737191,760312,721802,661818,822439
1541297776820,746421,761242,754745,662128,823973
1541297961904,746569,761242,763438,664246,824201
1541298013868,737339,760312,730495,663936,822667
1541298035800,737339,760312,730495,663936,822667
1541298070310,737565,760312,731558,665548,822667
1541298200010,737565,760312,731558,665548,822667
1541298239797,737565,760312,730907,665548,816540
1541298241074,737451,760131,730403,662968,813898
1541298359900,737225,759870,729340,661356,813898
1541298381492,736383,759870,726894,659201,813898
1541298399839,736235,743400,718201,657083,813670
1541298405340,736235,743400,718201,657083,813670
1541298480310,736235,742345,718201,657083,813670
1541298533915,736056,741305,717090,654745,813291
1541298555362,735977,741295,717090,653062,812252
1541298555470,735977,741295,717090,653062,812252
1541298594140,736216,747359,717741,658732,810159
1541298600980,736295,747369,718852,660415,811198
1541298640080,726305,708329,694920,647435,797362
1541298650540,693255,702598,685310,642611,796292
1541298747630,693434,703638,686327,644949,796671
1541298748180,693434,703638,686327,644949,796671
1541298759460,693195,697574,685676,639279,794394
1541298765770,693016,696534,684659,636941,794015
1541298780700,693195,697574,685676,639279,794015
1541298798610,693195,703305,685676,639279,795085
1541298805545,693343,719775,694369,641397,795313
1541298815780,693343,719775,695798,641397,798334
1541298948770,693582,725839,696449,641397,800611
1541298965000,693434,725839,687756,639279,800611
1541298987330,692367,725839,687167,639279,800383
1541298993050,693434,726100,687756,641397,800383
1541299062039,693195,722146,687105,641397,798106
1541299062615,692128,721885,686516,639279,797813
1541299119569,692128,721885,686516,639279,797813
1541299123237,691949,720845,685087,639279,794792
1541299235570,691870,720835,684070,639279,793753
1541299260178,691870,720835,684070,639279,796030
1541299286580,691870,720835,684070,636941,796030
1541299293600,691870,720835,684070,636941,796030
1541299364320,691870,720835,684070,636941,796030
1541299426091,691870,720835,684070,636941,796030
1541299449010,691870,721201,684070,640062,796030
1541299452014,686566,715828,682959,638379,795849
1541299502036,686566,715828,682959,637655,795849
1541299513361,691870,721201,684070,638379,796030
1541299631060,691870,721201,684070,638379,796030
1541299726470,691870,721201,684070,638379,796030
1541299749931,691170,720835,684061,638379,796030
1541299767587,691249,720845,685078,640062,797069
1541299806230,687851,704375,684937,639602,796908
1541299872030,720901,719485,694547,644426,798198
1541299941136,720901,719485,694547,646764,798198
1541299957980,720822,719475,693530,644426,797159
1541299974824,724220,735945,693671,644886,797320
1541299980706,724220,735945,693671,642479,798359
1541300022957,724220,735945,693671,639358,798359
1541300111690,718916,730572,692560,639358,797320
1541300149940,718916,730572,692560,639358,797613
1541300159750,718916,730572,692560,639358,797841
1541300160810,718916,730572,692560,639358,797841
1541300169115,715518,719772,692419,638898,797613
1541300176500,715518,718465,692419,638898,797613
1541300183287,712623,718353,692188,638898,797432
1541300273774,712623,718353,692188,638898,797432
1541300283266,712623,718353,692188,638898,797432
1541300326099,712623,718353,692188,638898,797432
1541300339221,711333,716243,688602,638528,795155
1541300387360,710614,714048,687492,637240,794145
1541300400800,710614,716158,687492,637610,794145
1541300408543,710614,716158,687492,637040,794373
1541300415653,710614,716158,686762,637040,794373
1541300434461,709255,714048,686407,636670,794373
1541300447310,706917,711710,683687,635422,794333
1541300448640,706917,711710,683687,635422,794333
1541300454630,701065,706040,682927,635112,793651
1541300455093,698076,704256,681277,631782,790367
1541300456220,696836,703189,680197,631612,789163
1541300458630,696836,703189,680552,631982,789163
1541300462271,696836,703189,680552,631982,789163
1541300477540,694429,702396,679647,631291,787270
1541300492930,694429,702396,679647,631291,787270
1541300496708,694429,702396,679647,631291,787270
1541300543833,694429,702396,679647,631291,787270
1541300565057,693568,700782,678085,631291,783801
1541300568700,691291,698246,678085,627918,783801
1541300572600,691291,698246,677607,627918,783801
1541300644550,691291,698246,677607,627918,780493
1541300644660,692650,700356,677607,631039,780493
1541300652590,691291,698246,677252,627918,780420
1541300654820,692650,700356,677607,631039,780420
1541300707589,693940,700722,681202,634231,780493
1541300725415,693940,700722,681202,634231,780493
1541300728481,693940,700722,681202,634231,780493
1541300742640,692650,700356,677607,631039,780420
1541300865885,691291,699209,677252,631039,780295
1541300886028,691291,699209,677252,631039,780295
1541300923329,692531,700276,677252,631039,781499
1541300928568,692165,700117,676200,631039,777197
1541300978270,692531,700276,677252,634127,781499
1541301040416,694808,702812,677730,634127,784807
1541301090620,694808,702812,679292,634099,788276
1541301132559,694808,702812,679292,634099,791560
1541301189200,693568,701745,677522,631428,788276
1541301194140,693568,701745,677522,631428,788276
1541301203219,693568,701745,676470,628340,788276
1541301211310,693568,701745,676470,628340,788276
1541301317215,691221,699209,674908,628340,784807
1541301362350,689126,695130,674617,627606,779783
1541301375678,689126,695130,674617,627606,779783
1541301415650,689126,695130,674617,627606,779783
1541301543211,689126,695130,674617,627606,779783
1541301773280,688760,694971,673365,627606,775481
1541301792639,688760,694971,673365,627606,775481
1541301806795,688760,694971,673365,627606,772853
1541301875100,688760,694462,673365,626086,769343
1541301896140,690855,694971,673656,627606,769343
1541301905614,688760,694462,673365,626086,768504
1541301906081,685368,692040,672887,623128,767824
1541301958890,685368,692040,672887,623128,767824
1541301977949,685368,692040,672887,623128,767824
1541301986790,685368,692040,673365,623128,768504
1541301999332,685368,692040,673365,623128,768504
1541302042059,685368,692040,673365,623128,768504
1541302064216,687463,692549,673656,623128,769343
1541302120440,685242,692040,673365,622853,768504
1541302134014,685608,692199,674617,622853,772806
1541302207561,685608,692199,674617,622853,772806
1541302226161,687829,692199,674908,623128,772806
1541302244590,687463,692040,674908,620211,768504
1541302252096,687463,692040,674908,620211,768504
1541302258040,690855,694462,676470,620211,771132
1541302259890,687463,692040,674908,614159,768504
1541302298900,688703,692549,676678,615679,769343
1541302380080,688703,692549,678240,621731,771971
1541302389000,688703,692549,678240,621731,771971
1541302593170,689069,692549,678713,624648,771971
1541302672016,690428,692708,679292,625185,776273
1541302730411,690428,692708,679292,624648,776273
1541302754556,690428,692708,679292,624648,776273
1541302774349,689069,692549,678713,622217,771971
1541302858565,689069,692549,678713,622217,771971
1541302871130,692461,694971,679030,622217,775240
1541302875170,692461,694971,679030,622217,775240
1541302938447,692461,694971,679030,622217,775240
1541302978240,691221,694462,677260,620697,775240
1541302992860,691221,694462,677260,614645,775240
1541303051020,689000,693573,676969,614370,774401
1541303058298,688634,692769,676496,613884,773196
1541303058600,688634,692769,676496,619936,773196
1541303136550,688634,692769,676496,619732,773196
1541303219084,688634,692769,676496,619936,773196
1541303281464,688634,692769,676496,619936,773196
1541303288790,689000,693573,676969,620422,774401
1541303304545,689000,693573,676969,620422,774401
1541303349860,685911,689801,676596,618064,771800
1541303469440,665111,674691,666986,613240,770510
1541303494100,665111,674691,666986,616198,770510
1541303546180,665111,674691,666986,616198,770510
1541303551827,665111,674691,666986,613240,770510
1541303577938,665111,674691,666986,613240,770510
1541303601646,665111,678463,666986,615598,770510
1541303604261,665111,678463,666986,612343,770510
1541303645856,667458,678838,667574,615598,770710
1541303784249,667458,678838,667101,615112,770710
1541303833990,668548,685744,667193,615112,772603
1541303852367,668548,685744,667193,615112,772603
1541303893774,689348,700854,676803,619936,773893
1541303945252,688688,697082,673257,617578,773871
1541304107530,688258,693948,673165,619936,771978
1541304131362,667458,678838,669815,619936,770688
1541304186590,667458,678838,669815,616681,770688
1541304338180,667458,678838,669815,616681,770688
1541304384620,667458,678838,668563,616681,769483
1541304392723,670547,679727,672109,616956,769505
1541304449000,670547,679727,672109,616956,769505
1541304465035,670547,679727,672109,616956,769505
1541304520332,670547,679727,672109,620211,769505
1541304520473,670547,679727,672109,620211,769505
1541304534840,670547,679727,672109,620211,769505
1541304542530,668547,678477,665849,615387,768435
1541304565060,668190,678477,665261,618345,768235
1541304588077,668547,679420,665849,619265,768435
1541304599833,668547,679420,665849,619265,768435
1541304634922,668547,679420,665849,620785,768435
1541304637424,668547,679420,665849,620785,768435
1541304651696,668547,679420,665849,620785,768435
1541304676742,668547,679420,665849,620785,768435
1541304678570,668181,678616,665522,620785,767598
1541304683212,665092,677727,665522,620785,767576
1541304754080,665092,677727,665522,620785,767576
1541304754287,665458,678531,665849,621271,767576
1541304761397,665458,678531,665849,621271,767576
1541304817750,665101,677588,665261,621271,767376
1541304981055,667101,677688,671521,626095,767376
1541305033806,667101,677688,671521,626095,767376
1541305158260,667101,677688,671521,626095,767376
1541305161049,667101,677688,671521,626095,767376
1541305192010,665111,677313,671204,625175,764107
1541305275790,665111,677313,671204,625175,764107
1541305279516,665111,677313,671204,625175,764107
1541305298503,665111,677313,671204,625175,764107
1541305536858,664451,677313,671204,625175,764129
1541305663262,664451,677313,671521,625175,767398
1541305671190,666441,677688,671521,618962,767598
1541305785564,666441,677688,671521,618962,767598
1541305812667,665411,673916,667975,614568,767576
1541305913600,663421,673541,666177,606134,767376
1541305940140,663421,673541,666177,606134,767376
1541305973648,665411,673541,667975,614568,767376
1541306008689,665411,677313,667975,614568,767398
1541306008900,665411,677313,667975,614568,767398
1541306228452,665045,676352,667648,614082,766354
1541306301490,664993,672580,666788,613659,766354
1541306439980,664993,672580,666788,613659,766354
1541306579400,663887,672580,663000,613659,766105
1541306677538,663887,670158,663000,605225,762836
1541307113120,664244,672580,663588,613659,766105
1541307180110,664244,672955,663588,619872,766105
1541307205249,663887,670158,663000,619872,762836
1541307218170,663887,668934,663000,619872,762836
1541307284108,662366,668303,660616,619798,762535
1541307295973,662366,668303,660616,619798,762535
1541307375850,662723,669527,660616,619798,762535
1541307383280,662723,669527,660616,619798,763085
1541307395990,655589,666327,660564,616358,762535
1541307428050,655560,666327,653430,613953,762535
1541307455050,655560,666327,653430,613953,762535
1541307495530,652722,666296,653430,614027,761247
1541307636420,652365,665072,651632,607814,758619
1541307654079,650375,659546,651551,599380,757939
1541307717957,650375,659546,650770,601291,757730
1541307741354,649425,655820,648871,601217,757611
1541307762846,649425,655820,646693,599306,757611
1541307896490,649425,661346,646693,601217,757820
1541307927513,649425,661346,646693,601217,757820
1541308004205,649425,658398,646693,600394,757820
1541308027166,649425,658398,646693,600394,757820
1541308039690,649425,658398,646693,600394,757820
1541308168935,649425,658398,646693,600394,757820
1541308173482,649425,658398,646693,600394,757820
1541308192380,649425,658398,646693,600394,757820
1541308678640,649425,658398,641683,600394,757820
1541308792785,649425,658398,641683,600394,757820
1541308876700,649425,658398,641683,600394,757820
1541308888951,649425,658398,641683,600394,757820
1541308978798,649425,658398,641683,600394,755280
1541309025408,650375,662155,643582,600468,757820
1541309063600,648482,656629,642140,598557,757611
1541309103810,648482,656347,642140,597617,757611
1541309137960,648482,656347,642140,597617,757611
1541309367780,648482,656347,642140,597617,757611
1541309376640,648482,656347,642140,597617,757611
1541309578950,651320,656978,644524,598103,757730
1541309604916,651320,656978,644524,598103,757730
1541309643314,653213,662504,645966,598103,757939
1541309697300,653213,662786,645966,598103,757939
1541309724309,655203,664010,648144,600014,758619
1541309832590,655232,664010,655278,600014,758619
1541309944955,652394,663379,652894,599528,758500
1541309955977,659528,666327,652946,600468,759050
1541309969427,658578,662570,651047,600394,756510
1541310173477,651444,659622,650995,599454,755960
1541310266728,651444,659622,650995,599454,755960
1541310302996,649454,658398,648817,599454,755280
1541310350816,649454,658398,648817,599454,755280
1541310440068,647561,652872,647375,597543,755071
1541310452603,647561,652872,647375,597543,755071
1541310516670,647561,655983,647375,597543,755071
1541310538626,647561,655983,647375,597543,755071
1541310597441,647532,650901,647375,597543,755049
1541310688690,649425,650901,647375,597543,755049
1541310773536,649425,650901,647375,597543,755049
1541310813250,649425,650901,647375,597543,755049
1541310924716,651415,653316,648817,599454,755258
1541310959273,651415,653316,648817,599771,755258
1541310980470,651415,653316,648817,599771,755258
1541311229340,651415,652996,648817,599561,754176
1541311297190,651415,652996,648003,599431,754176
1541311364043,651415,652996,648003,599561,754176
1541311437280,651415,652896,648003,594737,751216
1541311600900,651415,652896,648003,594737,751216
1541311617030,651415,652896,648003,594737,751216
1541311662740,651415,652896,647171,594737,751007
1541311729088,651444,653216,647223,594947,752089
1541311753303,651444,661246,648083,595887,752111
